triplet;kappa;theta;sigma;rho;price;err;exec_time
751;2.2500;0.1000;0.1200;-0.2500;0.124794;0.001923;1.34
752;2.2500;0.1000;0.1400;-0.2500;0.124998;0.001920;1.34
753;2.2500;0.1000;0.1600;-0.2500;0.124682;0.001916;1.34
754;2.2500;0.1000;0.1800;-0.2500;0.125550;0.001922;1.34
755;2.2500;0.1000;0.2000;-0.2500;0.124935;0.001915;1.34
756;2.2500;0.1000;0.2200;-0.2500;0.123846;0.001897;1.34
757;2.2500;0.1000;0.2400;-0.2500;0.123065;0.001877;1.34
758;2.2500;0.1000;0.2600;-0.2500;0.123506;0.001898;1.34
759;2.2500;0.1000;0.2800;-0.2500;0.122707;0.001885;1.34
760;2.2500;0.1100;0.1000;-0.2500;0.129912;0.002024;1.34
761;2.2500;0.1100;0.1200;-0.2500;0.129624;0.002003;1.34
762;2.2500;0.1100;0.1400;-0.2500;0.130947;0.002024;1.34
763;2.2500;0.1100;0.1600;-0.2500;0.128073;0.001987;1.34
764;2.2500;0.1100;0.1800;-0.2500;0.128290;0.001978;1.34
765;2.2500;0.1100;0.2000;-0.2500;0.128457;0.001986;1.34
766;2.2500;0.1100;0.2200;-0.2500;0.128306;0.001982;1.34
767;2.2500;0.1100;0.2400;-0.2500;0.127902;0.001979;1.34
768;2.2500;0.1100;0.2600;-0.2500;0.128772;0.001966;1.34
769;2.2500;0.1100;0.2800;-0.2500;0.127959;0.001968;1.34
770;2.2500;0.1200;0.1000;-0.2500;0.134510;0.002094;1.34
771;2.2500;0.1200;0.1200;-0.2500;0.132088;0.002064;1.34
772;2.2500;0.1200;0.1400;-0.2500;0.132322;0.002058;1.34
773;2.2500;0.1200;0.1600;-0.2500;0.130924;0.002036;1.34
774;2.2500;0.1200;0.1800;-0.2500;0.131245;0.002032;1.34
775;2.2500;0.1200;0.2000;-0.2500;0.132329;0.002049;1.34
776;2.2500;0.1200;0.2200;-0.2500;0.131568;0.002030;1.34
777;2.2500;0.1200;0.2400;-0.2500;0.131593;0.002041;1.34
778;2.2500;0.1200;0.2600;-0.2500;0.132048;0.002031;1.34
779;2.2500;0.1200;0.2800;-0.2500;0.132239;0.002033;1.34
780;2.2500;0.1300;0.1000;-0.2500;0.135091;0.002109;1.34
781;2.2500;0.1300;0.1200;-0.2500;0.134787;0.002105;1.34
782;2.2500;0.1300;0.1400;-0.2500;0.135229;0.002103;1.34
783;2.2500;0.1300;0.1600;-0.2500;0.135730;0.002112;1.34
784;2.2500;0.1300;0.1800;-0.2500;0.137076;0.002123;1.34
785;2.2500;0.1300;0.2000;-0.2500;0.137639;0.002127;1.34
786;2.2500;0.1300;0.2200;-0.2500;0.136259;0.002113;1.34
787;2.2500;0.1300;0.2400;-0.2500;0.136546;0.002111;1.34
788;2.2500;0.1300;0.2600;-0.2500;0.135577;0.002106;1.34
789;2.2500;0.1300;0.2800;-0.2500;0.133600;0.002072;1.34
790;2.2500;0.1400;0.1000;-0.2500;0.140621;0.002203;1.34
791;2.2500;0.1400;0.1200;-0.2500;0.139634;0.002201;1.34
792;2.2500;0.1400;0.1400;-0.2500;0.140080;0.002201;1.34
793;2.2500;0.1400;0.1600;-0.2500;0.140930;0.002200;1.34
794;2.2500;0.1400;0.1800;-0.2500;0.139274;0.002194;1.34
795;2.2500;0.1400;0.2000;-0.2500;0.138950;0.002165;1.34
796;2.2500;0.1400;0.2200;-0.2500;0.138640;0.002169;1.34
797;2.2500;0.1400;0.2400;-0.2500;0.138314;0.002156;1.34
798;2.2500;0.1400;0.2600;-0.2500;0.139523;0.002165;1.34
799;2.2500;0.1400;0.2800;-0.2500;0.136681;0.002138;1.34
800;2.5000;0.0500;0.1000;-0.1500;0.104004;0.001566;1.34
801;2.5000;0.0500;0.1200;-0.1500;0.103733;0.001566;1.34
802;2.5000;0.0500;0.1400;-0.1500;0.103776;0.001569;1.34
803;2.5000;0.0500;0.1600;-0.1500;0.103813;0.001569;1.34
804;2.5000;0.0500;0.1800;-0.1500;0.103969;0.001559;1.34
805;2.5000;0.0500;0.2000;-0.1500;0.103019;0.001549;1.34
806;2.5000;0.0500;0.2200;-0.1500;0.102246;0.001548;1.34
807;2.5000;0.0500;0.2400;-0.1500;0.102845;0.001551;1.34
808;2.5000;0.0500;0.2600;-0.1500;0.101691;0.001541;1.34
809;2.5000;0.0500;0.2800;-0.1500;0.101985;0.001550;1.34
810;2.5000;0.0600;0.1000;-0.1500;0.108394;0.001653;1.34
811;2.5000;0.0600;0.1200;-0.1500;0.107295;0.001629;1.34
812;2.5000;0.0600;0.1400;-0.1500;0.109216;0.001651;1.34
813;2.5000;0.0600;0.1600;-0.1500;0.107196;0.001633;1.34
814;2.5000;0.0600;0.1800;-0.1500;0.108479;0.001643;1.34
815;2.5000;0.0600;0.2000;-0.1500;0.107189;0.001621;1.34
816;2.5000;0.0600;0.2200;-0.1500;0.108174;0.001636;1.34
817;2.5000;0.0600;0.2400;-0.1500;0.108582;0.001644;1.34
818;2.5000;0.0600;0.2600;-0.1500;0.107420;0.001629;1.34
819;2.5000;0.0600;0.2800;-0.1500;0.106731;0.001619;1.34
820;2.5000;0.0700;0.1000;-0.1500;0.113784;0.001737;1.34
821;2.5000;0.0700;0.1200;-0.1500;0.111280;0.001705;1.34
822;2.5000;0.0700;0.1400;-0.1500;0.113600;0.001738;1.34
823;2.5000;0.0700;0.1600;-0.1500;0.113338;0.001725;1.34
824;2.5000;0.0700;0.1800;-0.1500;0.112371;0.001715;1.34
825;2.5000;0.0700;0.2000;-0.1500;0.113439;0.001728;1.34
826;2.5000;0.0700;0.2200;-0.1500;0.113121;0.001720;1.34
827;2.5000;0.0700;0.2400;-0.1500;0.112767;0.001721;1.34
828;2.5000;0.0700;0.2600;-0.1500;0.112105;0.001706;1.34
829;2.5000;0.0700;0.2800;-0.1500;0.112658;0.001711;1.34
830;2.5000;0.0800;0.1000;-0.1500;0.115682;0.001790;1.34
831;2.5000;0.0800;0.1200;-0.1500;0.116525;0.001787;1.34
832;2.5000;0.0800;0.1400;-0.1500;0.117210;0.001805;1.34
833;2.5000;0.0800;0.1600;-0.1500;0.116818;0.001796;1.34
834;2.5000;0.0800;0.1800;-0.1500;0.116831;0.001791;1.34
835;2.5000;0.0800;0.2000;-0.1500;0.116479;0.001793;1.34
836;2.5000;0.0800;0.2200;-0.1500;0.117897;0.001804;1.34
837;2.5000;0.0800;0.2400;-0.1500;0.115892;0.001787;1.34
838;2.5000;0.0800;0.2600;-0.1500;0.116628;0.001792;1.34
839;2.5000;0.0800;0.2800;-0.1500;0.115104;0.001758;1.34
840;2.5000;0.0900;0.1000;-0.1500;0.121513;0.001878;1.34
841;2.5000;0.0900;0.1200;-0.1500;0.119816;0.001858;1.34
842;2.5000;0.0900;0.1400;-0.1500;0.120113;0.001852;1.34
843;2.5000;0.0900;0.1600;-0.1500;0.121942;0.001876;1.34
844;2.5000;0.0900;0.1800;-0.1500;0.120585;0.001860;1.34
845;2.5000;0.0900;0.2000;-0.1500;0.120655;0.001861;1.34
846;2.5000;0.0900;0.2200;-0.1500;0.120493;0.001858;1.34
847;2.5000;0.0900;0.2400;-0.1500;0.120025;0.001856;1.34
848;2.5000;0.0900;0.2600;-0.1500;0.120890;0.001867;1.34
849;2.5000;0.0900;0.2800;-0.1500;0.120720;0.001851;1.34
850;2.5000;0.1000;0.1000;-0.1500;0.124830;0.001939;1.34
851;2.5000;0.1000;0.1200;-0.1500;0.124280;0.001932;1.34
852;2.5000;0.1000;0.1400;-0.1500;0.124867;0.001942;1.34
853;2.5000;0.1000;0.1600;-0.1500;0.125982;0.001958;1.34
854;2.5000;0.1000;0.1800;-0.1500;0.125158;0.001955;1.34
855;2.5000;0.1000;0.2000;-0.1500;0.125432;0.001950;1.34
856;2.5000;0.1000;0.2200;-0.1500;0.123645;0.001920;1.34
857;2.5000;0.1000;0.2400;-0.1500;0.124586;0.001932;1.34
858;2.5000;0.1000;0.2600;-0.1500;0.123593;0.001926;1.34
859;2.5000;0.1000;0.2800;-0.1500;0.123776;0.001919;1.34
860;2.5000;0.1100;0.1000;-0.1500;0.130624;0.002035;1.34
861;2.5000;0.1100;0.1200;-0.1500;0.128975;0.002012;1.34
862;2.5000;0.1100;0.1400;-0.1500;0.130539;0.002037;1.34
863;2.5000;0.1100;0.1600;-0.1500;0.129383;0.002023;1.34
864;2.5000;0.1100;0.1800;-0.1500;0.128508;0.002006;1.34
865;2.5000;0.1100;0.2000;-0.1500;0.128976;0.001998;1.34
866;2.5000;0.1100;0.2200;-0.1500;0.128893;0.002005;1.34
867;2.5000;0.1100;0.2400;-0.1500;0.128137;0.002006;1.34
868;2.5000;0.1100;0.2600;-0.1500;0.127352;0.001979;1.34
869;2.5000;0.1100;0.2800;-0.1500;0.129184;0.002012;1.34
870;2.5000;0.1200;0.1000;-0.1500;0.133646;0.002075;1.34
871;2.5000;0.1200;0.1200;-0.1500;0.134269;0.002090;1.34
872;2.5000;0.1200;0.1400;-0.1500;0.132790;0.002072;1.34
873;2.5000;0.1200;0.1600;-0.1500;0.133512;0.002077;1.34
874;2.5000;0.1200;0.1800;-0.1500;0.131764;0.002064;1.34
875;2.5000;0.1200;0.2000;-0.1500;0.133477;0.002096;1.34
876;2.5000;0.1200;0.2200;-0.1500;0.132948;0.002076;1.34
877;2.5000;0.1200;0.2400;-0.1500;0.130503;0.002048;1.34
878;2.5000;0.1200;0.2600;-0.1500;0.132852;0.002079;1.34
879;2.5000;0.1200;0.2800;-0.1500;0.130837;0.002047;1.34
880;2.5000;0.1300;0.1000;-0.1500;0.136616;0.002160;1.34
881;2.5000;0.1300;0.1200;-0.1500;0.136068;0.002143;1.34
882;2.5000;0.1300;0.1400;-0.1500;0.138037;0.002163;1.34
883;2.5000;0.1300;0.1600;-0.1500;0.136848;0.002155;1.34
884;2.5000;0.1300;0.1800;-0.1500;0.134658;0.002129;1.34
885;2.5000;0.1300;0.2000;-0.1500;0.135447;0.002130;1.34
886;2.5000;0.1300;0.2200;-0.1500;0.134992;0.002130;1.34
887;2.5000;0.1300;0.2400;-0.1500;0.136417;0.002149;1.34
888;2.5000;0.1300;0.2600;-0.1500;0.134727;0.002111;1.34
889;2.5000;0.1300;0.2800;-0.1500;0.134280;0.002097;1.34
890;2.5000;0.1400;0.1000;-0.1500;0.140749;0.002226;1.34
891;2.5000;0.1400;0.1200;-0.1500;0.140054;0.002222;1.34
892;2.5000;0.1400;0.1400;-0.1500;0.138683;0.002197;1.34
893;2.5000;0.1400;0.1600;-0.1500;0.139147;0.002200;1.34
894;2.5000;0.1400;0.1800;-0.1500;0.141569;0.002239;1.34
895;2.5000;0.1400;0.2000;-0.1500;0.140345;0.002210;1.34
896;2.5000;0.1400;0.2200;-0.1500;0.139034;0.002196;1.34
897;2.5000;0.1400;0.2400;-0.1500;0.140299;0.002212;1.34
898;2.5000;0.1400;0.2600;-0.1500;0.138500;0.002188;1.34
899;2.5000;0.1400;0.2800;-0.1500;0.140381;0.002212;1.34
900;2.7500;0.0500;0.1000;-0.0500;0.102106;0.001549;1.34
901;2.7500;0.0500;0.1200;-0.0500;0.102561;0.001557;1.34
902;2.7500;0.0500;0.1400;-0.0500;0.103310;0.001566;1.34
903;2.7500;0.0500;0.1600;-0.0500;0.101737;0.001546;1.34
904;2.7500;0.0500;0.1800;-0.0500;0.102769;0.001566;1.34
905;2.7500;0.0500;0.2000;-0.0500;0.100997;0.001540;1.34
906;2.7500;0.0500;0.2200;-0.0500;0.101963;0.001559;1.34
907;2.7500;0.0500;0.2400;-0.0500;0.102390;0.001555;1.34
908;2.7500;0.0500;0.2600;-0.0500;0.101978;0.001559;1.34
909;2.7500;0.0500;0.2800;-0.0500;0.103045;0.001576;1.34
910;2.7500;0.0600;0.1000;-0.0500;0.108045;0.001649;1.34
911;2.7500;0.0600;0.1200;-0.0500;0.107020;0.001635;1.34
912;2.7500;0.0600;0.1400;-0.0500;0.108626;0.001660;1.34
913;2.7500;0.0600;0.1600;-0.0500;0.106644;0.001638;1.34
914;2.7500;0.0600;0.1800;-0.0500;0.107241;0.001640;1.34
915;2.7500;0.0600;0.2000;-0.0500;0.107844;0.001654;1.34
916;2.7500;0.0600;0.2200;-0.0500;0.107229;0.001643;1.34
917;2.7500;0.0600;0.2400;-0.0500;0.106148;0.001626;1.34
918;2.7500;0.0600;0.2600;-0.0500;0.107253;0.001633;1.34
919;2.7500;0.0600;0.2800;-0.0500;0.105944;0.001626;1.34
920;2.7500;0.0700;0.1000;-0.0500;0.112489;0.001729;1.34
921;2.7500;0.0700;0.1200;-0.0500;0.111970;0.001717;1.34
922;2.7500;0.0700;0.1400;-0.0500;0.112596;0.001726;1.34
923;2.7500;0.0700;0.1600;-0.0500;0.112594;0.001727;1.34
924;2.7500;0.0700;0.1800;-0.0500;0.112765;0.001726;1.34
925;2.7500;0.0700;0.2000;-0.0500;0.112885;0.001734;1.34
926;2.7500;0.0700;0.2200;-0.0500;0.111621;0.001720;1.34
927;2.7500;0.0700;0.2400;-0.0500;0.110548;0.001702;1.34
928;2.7500;0.0700;0.2600;-0.0500;0.112030;0.001722;1.34
929;2.7500;0.0700;0.2800;-0.0500;0.112862;0.001741;1.34
930;2.7500;0.0800;0.1000;-0.0500;0.117363;0.001802;1.34
931;2.7500;0.0800;0.1200;-0.0500;0.116320;0.001793;1.34
932;2.7500;0.0800;0.1400;-0.0500;0.116746;0.001802;1.34
933;2.7500;0.0800;0.1600;-0.0500;0.116199;0.001798;1.34
934;2.7500;0.0800;0.1800;-0.0500;0.115358;0.001793;1.34
935;2.7500;0.0800;0.2000;-0.0500;0.116435;0.001793;1.34
936;2.7500;0.0800;0.2200;-0.0500;0.116841;0.001805;1.34
937;2.7500;0.0800;0.2400;-0.0500;0.117114;0.001810;1.34
938;2.7500;0.0800;0.2600;-0.0500;0.116285;0.001798;1.34
939;2.7500;0.0800;0.2800;-0.0500;0.115097;0.001782;1.34
940;2.7500;0.0900;0.1000;-0.0500;0.121783;0.001896;1.34
941;2.7500;0.0900;0.1200;-0.0500;0.121466;0.001886;1.34
942;2.7500;0.0900;0.1400;-0.0500;0.120229;0.001869;1.34
943;2.7500;0.0900;0.1600;-0.0500;0.120974;0.001874;1.34
944;2.7500;0.0900;0.1800;-0.0500;0.122184;0.001896;1.34
945;2.7500;0.0900;0.2000;-0.0500;0.120525;0.001868;1.34
946;2.7500;0.0900;0.2200;-0.0500;0.120311;0.001866;1.34
947;2.7500;0.0900;0.2400;-0.0500;0.120426;0.001865;1.34
948;2.7500;0.0900;0.2600;-0.0500;0.119275;0.001866;1.34
949;2.7500;0.0900;0.2800;-0.0500;0.120162;0.001872;1.34
950;2.7500;0.1000;0.1000;-0.0500;0.124781;0.001942;1.34
951;2.7500;0.1000;0.1200;-0.0500;0.124891;0.001953;1.34
952;2.7500;0.1000;0.1400;-0.0500;0.124721;0.001956;1.34
953;2.7500;0.1000;0.1600;-0.0500;0.127513;0.001974;1.34
954;2.7500;0.1000;0.1800;-0.0500;0.125167;0.001962;1.34
955;2.7500;0.1000;0.2000;-0.0500;0.127678;0.001976;1.34
956;2.7500;0.1000;0.2200;-0.0500;0.123707;0.001939;1.34
957;2.7500;0.1000;0.2400;-0.0500;0.126089;0.001966;1.34
958;2.7500;0.1000;0.2600;-0.0500;0.125788;0.001966;1.34
959;2.7500;0.1000;0.2800;-0.0500;0.125138;0.001955;1.34
960;2.7500;0.1100;0.1000;-0.0500;0.129480;0.002025;1.34
961;2.7500;0.1100;0.1200;-0.0500;0.129695;0.002030;1.34
962;2.7500;0.1100;0.1400;-0.0500;0.129396;0.002026;1.34
963;2.7500;0.1100;0.1600;-0.0500;0.129570;0.002038;1.34
964;2.7500;0.1100;0.1800;-0.0500;0.129469;0.002036;1.34
965;2.7500;0.1100;0.2000;-0.0500;0.129809;0.002030;1.34
966;2.7500;0.1100;0.2200;-0.0500;0.128768;0.002032;1.34
967;2.7500;0.1100;0.2400;-0.0500;0.130295;0.002044;1.34
968;2.7500;0.1100;0.2600;-0.0500;0.129486;0.002034;1.34
969;2.7500;0.1100;0.2800;-0.0500;0.130614;0.002048;1.34
970;2.7500;0.1200;0.1000;-0.0500;0.132460;0.002092;1.34
971;2.7500;0.1200;0.1200;-0.0500;0.135259;0.002127;1.34
972;2.7500;0.1200;0.1400;-0.0500;0.133482;0.002093;1.34
973;2.7500;0.1200;0.1600;-0.0500;0.133237;0.002110;1.34
974;2.7500;0.1200;0.1800;-0.0500;0.133291;0.002112;1.34
975;2.7500;0.1200;0.2000;-0.0500;0.134743;0.002113;1.34
976;2.7500;0.1200;0.2200;-0.0500;0.133553;0.002105;1.34
977;2.7500;0.1200;0.2400;-0.0500;0.134515;0.002125;1.34
978;2.7500;0.1200;0.2600;-0.0500;0.133449;0.002112;1.34
979;2.7500;0.1200;0.2800;-0.0500;0.133561;0.002111;1.34
980;2.7500;0.1300;0.1000;-0.0500;0.136457;0.002156;1.34
981;2.7500;0.1300;0.1200;-0.0500;0.136670;0.002160;1.34
982;2.7500;0.1300;0.1400;-0.0500;0.136716;0.002160;1.34
983;2.7500;0.1300;0.1600;-0.0500;0.136937;0.002179;1.34
984;2.7500;0.1300;0.1800;-0.0500;0.136325;0.002168;1.34
985;2.7500;0.1300;0.2000;-0.0500;0.137170;0.002174;1.34
986;2.7500;0.1300;0.2200;-0.0500;0.138486;0.002201;1.34
987;2.7500;0.1300;0.2400;-0.0500;0.139584;0.002207;1.34
988;2.7500;0.1300;0.2600;-0.0500;0.134825;0.002142;1.34
989;2.7500;0.1300;0.2800;-0.0500;0.136356;0.002157;1.34
990;2.7500;0.1400;0.1000;-0.0500;0.141935;0.002253;1.34
991;2.7500;0.1400;0.1200;-0.0500;0.141405;0.002253;1.34
992;2.7500;0.1400;0.1400;-0.0500;0.142276;0.002260;1.34
993;2.7500;0.1400;0.1600;-0.0500;0.141026;0.002242;1.34
994;2.7500;0.1400;0.1800;-0.0500;0.141764;0.002254;1.34
995;2.7500;0.1400;0.2000;-0.0500;0.138809;0.002216;1.34
996;2.7500;0.1400;0.2200;-0.0500;0.141854;0.002262;1.34
997;2.7500;0.1400;0.2400;-0.0500;0.139581;0.002229;1.34
998;2.7500;0.1400;0.2600;-0.0500;0.139304;0.002222;1.34
999;2.7500;0.1400;0.2800;-0.0500;0.140774;0.002234;1.34
