triplet;kappa;theta;sigma;rho;price;err;exec_time
373;1.2500;0.1200;0.1600;-0.6500;0.128808;0.001910;110.94
374;1.2500;0.1200;0.1800;-0.6500;0.127280;0.001880;110.94
375;1.2500;0.1200;0.2000;-0.6500;0.128400;0.001874;110.94
376;1.2500;0.1200;0.2200;-0.6500;0.125173;0.001836;110.94
377;1.2500;0.1200;0.2400;-0.6500;0.123841;0.001816;110.94
378;1.2500;0.1200;0.2600;-0.6500;0.123011;0.001792;110.94
379;1.2500;0.1200;0.2800;-0.6500;0.122943;0.001788;110.94
380;1.2500;0.1300;0.1000;-0.6500;0.132837;0.002018;110.94
381;1.2500;0.1300;0.1200;-0.6500;0.133810;0.002016;110.94
382;1.2500;0.1300;0.1400;-0.6500;0.131507;0.001976;110.94
383;1.2500;0.1300;0.1600;-0.6500;0.131601;0.001967;110.94
384;1.2500;0.1300;0.1800;-0.6500;0.130551;0.001938;110.94
385;1.2500;0.1300;0.2000;-0.6500;0.129676;0.001908;110.94
386;1.2500;0.1300;0.2200;-0.6500;0.126859;0.001865;110.94
387;1.2500;0.1300;0.2400;-0.6500;0.125990;0.001855;110.94
388;1.2500;0.1300;0.2600;-0.6500;0.126422;0.001854;110.94
389;1.2500;0.1300;0.2800;-0.6500;0.125710;0.001829;110.94
390;1.2500;0.1400;0.1000;-0.6500;0.134397;0.002064;110.94
391;1.2500;0.1400;0.1200;-0.6500;0.133936;0.002038;110.94
392;1.2500;0.1400;0.1400;-0.6500;0.134365;0.002030;110.94
393;1.2500;0.1400;0.1600;-0.6500;0.135743;0.002020;110.94
394;1.2500;0.1400;0.1800;-0.6500;0.133644;0.001990;110.94
395;1.2500;0.1400;0.2000;-0.6500;0.131576;0.001955;110.94
396;1.2500;0.1400;0.2200;-0.6500;0.131404;0.001943;110.94
397;1.2500;0.1400;0.2400;-0.6500;0.128584;0.001903;110.94
398;1.2500;0.1400;0.2600;-0.6500;0.128633;0.001896;110.94
399;1.2500;0.1400;0.2800;-0.6500;0.129516;0.001881;110.94
400;1.5000;0.0500;0.1000;-0.5500;0.110042;0.001616;110.94
401;1.5000;0.0500;0.1200;-0.5500;0.108451;0.001591;110.94
402;1.5000;0.0500;0.1400;-0.5500;0.107238;0.001563;110.94
403;1.5000;0.0500;0.1600;-0.5500;0.106751;0.001550;110.94
404;1.5000;0.0500;0.1800;-0.5500;0.104978;0.001526;110.94
405;1.5000;0.0500;0.2000;-0.5500;0.104940;0.001524;110.94
406;1.5000;0.0500;0.2200;-0.5500;0.104651;0.001513;110.94
407;1.5000;0.0500;0.2400;-0.5500;0.103804;0.001493;110.94
408;1.5000;0.0500;0.2600;-0.5500;0.104984;0.001500;110.94
409;1.5000;0.0500;0.2800;-0.5500;0.105087;0.001494;110.94
410;1.5000;0.0600;0.1000;-0.5500;0.110706;0.001653;110.94
411;1.5000;0.0600;0.1200;-0.5500;0.113404;0.001678;110.94
412;1.5000;0.0600;0.1400;-0.5500;0.111988;0.001643;110.94
413;1.5000;0.0600;0.1600;-0.5500;0.110861;0.001614;110.94
414;1.5000;0.0600;0.1800;-0.5500;0.109009;0.001593;110.94
415;1.5000;0.0600;0.2000;-0.5500;0.107930;0.001571;110.94
416;1.5000;0.0600;0.2200;-0.5500;0.107576;0.001559;110.94
417;1.5000;0.0600;0.2400;-0.5500;0.107040;0.001547;110.94
418;1.5000;0.0600;0.2600;-0.5500;0.107573;0.001546;110.94
419;1.5000;0.0600;0.2800;-0.5500;0.108759;0.001545;110.94
420;1.5000;0.0700;0.1000;-0.5500;0.114434;0.001711;110.94
421;1.5000;0.0700;0.1200;-0.5500;0.115390;0.001715;110.94
422;1.5000;0.0700;0.1400;-0.5500;0.115110;0.001698;110.94
423;1.5000;0.0700;0.1600;-0.5500;0.114342;0.001674;110.94
424;1.5000;0.0700;0.1800;-0.5500;0.112847;0.001654;110.94
425;1.5000;0.0700;0.2000;-0.5500;0.112009;0.001632;110.94
426;1.5000;0.0700;0.2200;-0.5500;0.110477;0.001613;110.94
427;1.5000;0.0700;0.2400;-0.5500;0.110008;0.001605;110.94
428;1.5000;0.0700;0.2600;-0.5500;0.110923;0.001601;110.94
429;1.5000;0.0700;0.2800;-0.5500;0.109891;0.001581;110.94
430;1.5000;0.0800;0.1000;-0.5500;0.118131;0.001773;110.94
431;1.5000;0.0800;0.1200;-0.5500;0.117575;0.001768;110.94
432;1.5000;0.0800;0.1400;-0.5500;0.118475;0.001752;110.94
433;1.5000;0.0800;0.1600;-0.5500;0.118723;0.001756;110.94
434;1.5000;0.0800;0.1800;-0.5500;0.116691;0.001711;110.94
435;1.5000;0.0800;0.2000;-0.5500;0.115354;0.001693;110.94
436;1.5000;0.0800;0.2200;-0.5500;0.113826;0.001673;110.94
437;1.5000;0.0800;0.2400;-0.5500;0.114866;0.001670;110.94
438;1.5000;0.0800;0.2600;-0.5500;0.113172;0.001656;110.94
439;1.5000;0.0800;0.2800;-0.5500;0.114295;0.001653;110.94
440;1.5000;0.0900;0.1000;-0.5500;0.122401;0.001849;110.94
441;1.5000;0.0900;0.1200;-0.5500;0.121284;0.001824;110.94
442;1.5000;0.0900;0.1400;-0.5500;0.121749;0.001815;110.94
443;1.5000;0.0900;0.1600;-0.5500;0.119869;0.001780;110.94
444;1.5000;0.0900;0.1800;-0.5500;0.121179;0.001779;110.94
445;1.5000;0.0900;0.2000;-0.5500;0.117829;0.001740;110.94
446;1.5000;0.0900;0.2200;-0.5500;0.117076;0.001726;110.94
447;1.5000;0.0900;0.2400;-0.5500;0.116407;0.001715;110.94
448;1.5000;0.0900;0.2600;-0.5500;0.118527;0.001736;110.94
449;1.5000;0.0900;0.2800;-0.5500;0.116363;0.001692;110.94
450;1.5000;0.1000;0.1000;-0.5500;0.126592;0.001915;110.94
451;1.5000;0.1000;0.1200;-0.5500;0.124896;0.001879;110.94
452;1.5000;0.1000;0.1400;-0.5500;0.125757;0.001880;110.94
453;1.5000;0.1000;0.1600;-0.5500;0.124352;0.001855;110.94
454;1.5000;0.1000;0.1800;-0.5500;0.123567;0.001836;110.94
455;1.5000;0.1000;0.2000;-0.5500;0.121338;0.001799;110.94
456;1.5000;0.1000;0.2200;-0.5500;0.120054;0.001784;110.94
457;1.5000;0.1000;0.2400;-0.5500;0.118841;0.001763;110.94
458;1.5000;0.1000;0.2600;-0.5500;0.119039;0.001749;110.94
459;1.5000;0.1000;0.2800;-0.5500;0.119408;0.001748;110.94
460;1.5000;0.1100;0.1000;-0.5500;0.127694;0.001944;110.94
461;1.5000;0.1100;0.1200;-0.5500;0.128636;0.001946;110.94
462;1.5000;0.1100;0.1400;-0.5500;0.128162;0.001925;110.94
463;1.5000;0.1100;0.1600;-0.5500;0.127041;0.001900;110.94
464;1.5000;0.1100;0.1800;-0.5500;0.126963;0.001893;110.94
465;1.5000;0.1100;0.2000;-0.5500;0.125802;0.001872;110.94
466;1.5000;0.1100;0.2200;-0.5500;0.123829;0.001835;110.94
467;1.5000;0.1100;0.2400;-0.5500;0.121627;0.001812;110.94
468;1.5000;0.1100;0.2600;-0.5500;0.122320;0.001808;110.94
469;1.5000;0.1100;0.2800;-0.5500;0.123107;0.001809;110.94
470;1.5000;0.1200;0.1000;-0.5500;0.130903;0.002003;110.94
471;1.5000;0.1200;0.1200;-0.5500;0.130722;0.001991;110.94
472;1.5000;0.1200;0.1400;-0.5500;0.131299;0.001978;110.94
473;1.5000;0.1200;0.1600;-0.5500;0.130386;0.001961;110.94
474;1.5000;0.1200;0.1800;-0.5500;0.129608;0.001936;110.94
475;1.5000;0.1200;0.2000;-0.5500;0.128012;0.001911;110.94
476;1.5000;0.1200;0.2200;-0.5500;0.126671;0.001883;110.94
477;1.5000;0.1200;0.2400;-0.5500;0.125050;0.001869;110.94
478;1.5000;0.1200;0.2600;-0.5500;0.124780;0.001859;110.94
479;1.5000;0.1200;0.2800;-0.5500;0.123907;0.001837;110.94
480;1.5000;0.1300;0.1000;-0.5500;0.134404;0.002068;110.94
481;1.5000;0.1300;0.1200;-0.5500;0.133279;0.002032;110.94
482;1.5000;0.1300;0.1400;-0.5500;0.132152;0.002003;110.94
483;1.5000;0.1300;0.1600;-0.5500;0.132469;0.002001;110.94
484;1.5000;0.1300;0.1800;-0.5500;0.133274;0.002000;110.94
485;1.5000;0.1300;0.2000;-0.5500;0.131184;0.001970;110.94
486;1.5000;0.1300;0.2200;-0.5500;0.128543;0.001939;110.94
487;1.5000;0.1300;0.2400;-0.5500;0.127324;0.001909;110.94
488;1.5000;0.1300;0.2600;-0.5500;0.128937;0.001918;110.94
489;1.5000;0.1300;0.2800;-0.5500;0.127630;0.001897;110.94
490;1.5000;0.1400;0.1000;-0.5500;0.136110;0.002093;110.94
491;1.5000;0.1400;0.1200;-0.5500;0.137600;0.002097;110.94
492;1.5000;0.1400;0.1400;-0.5500;0.135712;0.002065;110.94
493;1.5000;0.1400;0.1600;-0.5500;0.134919;0.002055;110.94
494;1.5000;0.1400;0.1800;-0.5500;0.135907;0.002044;110.94
495;1.5000;0.1400;0.2000;-0.5500;0.133975;0.002012;110.94
496;1.5000;0.1400;0.2200;-0.5500;0.131920;0.001983;110.94
497;1.5000;0.1400;0.2400;-0.5500;0.131889;0.001990;110.94
498;1.5000;0.1400;0.2600;-0.5500;0.131866;0.001977;110.94
499;1.5000;0.1400;0.2800;-0.5500;0.129913;0.001957;110.94
500;1.7500;0.0500;0.1000;-0.4500;0.106487;0.001589;110.94
501;1.7500;0.0500;0.1200;-0.4500;0.107710;0.001591;110.94
502;1.7500;0.0500;0.1400;-0.4500;0.105940;0.001564;110.94
503;1.7500;0.0500;0.1600;-0.4500;0.106158;0.001554;110.94
504;1.7500;0.0500;0.1800;-0.4500;0.104751;0.001533;110.94
505;1.7500;0.0500;0.2000;-0.4500;0.104393;0.001526;110.94
506;1.7500;0.0500;0.2200;-0.4500;0.105031;0.001537;110.94
507;1.7500;0.0500;0.2400;-0.4500;0.102418;0.001498;110.94
508;1.7500;0.0500;0.2600;-0.4500;0.104341;0.001515;110.94
509;1.7500;0.0500;0.2800;-0.4500;0.104289;0.001504;110.94
510;1.7500;0.0600;0.1000;-0.4500;0.110793;0.001664;110.94
511;1.7500;0.0600;0.1200;-0.4500;0.110347;0.001650;110.94
512;1.7500;0.0600;0.1400;-0.4500;0.111307;0.001648;110.94
513;1.7500;0.0600;0.1600;-0.4500;0.108995;0.001612;110.94
514;1.7500;0.0600;0.1800;-0.4500;0.109203;0.001615;110.94
515;1.7500;0.0600;0.2000;-0.4500;0.107964;0.001591;110.94
516;1.7500;0.0600;0.2200;-0.4500;0.107921;0.001594;110.94
517;1.7500;0.0600;0.2400;-0.4500;0.107467;0.001577;110.94
518;1.7500;0.0600;0.2600;-0.4500;0.107971;0.001575;110.94
519;1.7500;0.0600;0.2800;-0.4500;0.106662;0.001558;110.94
520;1.7500;0.0700;0.1000;-0.4500;0.114593;0.001724;110.94
521;1.7500;0.0700;0.1200;-0.4500;0.113664;0.001702;110.94
522;1.7500;0.0700;0.1400;-0.4500;0.115371;0.001714;110.94
523;1.7500;0.0700;0.1600;-0.4500;0.112508;0.001671;110.94
524;1.7500;0.0700;0.1800;-0.4500;0.113251;0.001682;110.94
525;1.7500;0.0700;0.2000;-0.4500;0.111662;0.001655;110.94
526;1.7500;0.0700;0.2200;-0.4500;0.111269;0.001645;110.94
527;1.7500;0.0700;0.2400;-0.4500;0.110379;0.001640;110.94
528;1.7500;0.0700;0.2600;-0.4500;0.110490;0.001629;110.94
529;1.7500;0.0700;0.2800;-0.4500;0.110972;0.001627;110.94
530;1.7500;0.0800;0.1000;-0.4500;0.116981;0.001773;110.94
531;1.7500;0.0800;0.1200;-0.4500;0.117466;0.001769;110.94
532;1.7500;0.0800;0.1400;-0.4500;0.116728;0.001749;110.94
533;1.7500;0.0800;0.1600;-0.4500;0.116297;0.001742;110.94
534;1.7500;0.0800;0.1800;-0.4500;0.115402;0.001725;110.94
535;1.7500;0.0800;0.2000;-0.4500;0.115858;0.001722;110.94
536;1.7500;0.0800;0.2200;-0.4500;0.114651;0.001705;110.94
537;1.7500;0.0800;0.2400;-0.4500;0.113265;0.001682;110.94
538;1.7500;0.0800;0.2600;-0.4500;0.113794;0.001701;110.94
539;1.7500;0.0800;0.2800;-0.4500;0.113928;0.001685;110.94
540;1.7500;0.0900;0.1000;-0.4500;0.121527;0.001847;110.94
541;1.7500;0.0900;0.1200;-0.4500;0.121536;0.001841;110.94
542;1.7500;0.0900;0.1400;-0.4500;0.122218;0.001834;110.94
543;1.7500;0.0900;0.1600;-0.4500;0.121422;0.001828;110.94
544;1.7500;0.0900;0.1800;-0.4500;0.120029;0.001800;110.94
545;1.7500;0.0900;0.2000;-0.4500;0.117634;0.001776;110.94
546;1.7500;0.0900;0.2200;-0.4500;0.118683;0.001770;110.94
547;1.7500;0.0900;0.2400;-0.4500;0.117637;0.001764;110.94
548;1.7500;0.0900;0.2600;-0.4500;0.117077;0.001746;110.94
549;1.7500;0.0900;0.2800;-0.4500;0.117866;0.001751;110.94
550;1.7500;0.1000;0.1000;-0.4500;0.124642;0.001901;110.94
551;1.7500;0.1000;0.1200;-0.4500;0.125643;0.001907;110.94
552;1.7500;0.1000;0.1400;-0.4500;0.123724;0.001879;110.94
553;1.7500;0.1000;0.1600;-0.4500;0.125962;0.001895;110.94
554;1.7500;0.1000;0.1800;-0.4500;0.124341;0.001866;110.94
555;1.7500;0.1000;0.2000;-0.4500;0.122644;0.001836;110.94
556;1.7500;0.1000;0.2200;-0.4500;0.123130;0.001844;110.94
557;1.7500;0.1000;0.2400;-0.4500;0.121373;0.001821;110.94
558;1.7500;0.1000;0.2600;-0.4500;0.120014;0.001787;110.94
559;1.7500;0.1000;0.2800;-0.4500;0.122097;0.001815;110.94
560;1.7500;0.1100;0.1000;-0.4500;0.129248;0.001982;110.94
561;1.7500;0.1100;0.1200;-0.4500;0.127641;0.001962;110.94
562;1.7500;0.1100;0.1400;-0.4500;0.128420;0.001952;110.94
563;1.7500;0.1100;0.1600;-0.4500;0.128106;0.001936;110.94
564;1.7500;0.1100;0.1800;-0.4500;0.127073;0.001924;110.94
565;1.7500;0.1100;0.2000;-0.4500;0.125864;0.001898;110.94
566;1.7500;0.1100;0.2200;-0.4500;0.124796;0.001876;110.94
567;1.7500;0.1100;0.2400;-0.4500;0.123791;0.001866;110.94
568;1.7500;0.1100;0.2600;-0.4500;0.123772;0.001863;110.94
569;1.7500;0.1100;0.2800;-0.4500;0.122087;0.001834;110.94
570;1.7500;0.1200;0.1000;-0.4500;0.131187;0.002014;110.94
571;1.7500;0.1200;0.1200;-0.4500;0.132154;0.002035;110.94
572;1.7500;0.1200;0.1400;-0.4500;0.132811;0.002032;110.94
573;1.7500;0.1200;0.1600;-0.4500;0.131093;0.001985;110.94
574;1.7500;0.1200;0.1800;-0.4500;0.129351;0.001963;110.94
575;1.7500;0.1200;0.2000;-0.4500;0.130221;0.001966;110.94
576;1.7500;0.1200;0.2200;-0.4500;0.126637;0.001929;110.94
577;1.7500;0.1200;0.2400;-0.4500;0.125238;0.001906;110.94
578;1.7500;0.1200;0.2600;-0.4500;0.129405;0.001946;110.94
579;1.7500;0.1200;0.2800;-0.4500;0.124763;0.001890;110.94
580;1.7500;0.1300;0.1000;-0.4500;0.133911;0.002074;110.94
581;1.7500;0.1300;0.1200;-0.4500;0.135472;0.002072;110.94
582;1.7500;0.1300;0.1400;-0.4500;0.133757;0.002055;110.94
583;1.7500;0.1300;0.1600;-0.4500;0.133937;0.002048;110.94
584;1.7500;0.1300;0.1800;-0.4500;0.135055;0.002049;110.94
585;1.7500;0.1300;0.2000;-0.4500;0.133147;0.002021;110.94
586;1.7500;0.1300;0.2200;-0.4500;0.131910;0.002007;110.94
587;1.7500;0.1300;0.2400;-0.4500;0.128617;0.001961;110.94
588;1.7500;0.1300;0.2600;-0.4500;0.128960;0.001962;110.94
589;1.7500;0.1300;0.2800;-0.4500;0.129628;0.001970;110.94
590;1.7500;0.1400;0.1000;-0.4500;0.138568;0.002144;110.94
591;1.7500;0.1400;0.1200;-0.4500;0.135891;0.002115;110.94
592;1.7500;0.1400;0.1400;-0.4500;0.136513;0.002109;110.94
593;1.7500;0.1400;0.1600;-0.4500;0.137861;0.002108;110.94
594;1.7500;0.1400;0.1800;-0.4500;0.136538;0.002090;110.94
595;1.7500;0.1400;0.2000;-0.4500;0.136084;0.002063;110.94
596;1.7500;0.1400;0.2200;-0.4500;0.135568;0.002064;110.94
597;1.7500;0.1400;0.2400;-0.4500;0.132719;0.002026;110.94
598;1.7500;0.1400;0.2600;-0.4500;0.133526;0.002034;110.94
599;1.7500;0.1400;0.2800;-0.4500;0.131369;0.001999;110.94
600;2.0000;0.0500;0.1000;-0.3500;0.105758;0.001584;110.94
601;2.0000;0.0500;0.1200;-0.3500;0.106109;0.001581;110.94
602;2.0000;0.0500;0.1400;-0.3500;0.105759;0.001577;110.94
603;2.0000;0.0500;0.1600;-0.3500;0.104491;0.001555;110.94
604;2.0000;0.0500;0.1800;-0.3500;0.104141;0.001538;110.94
605;2.0000;0.0500;0.2000;-0.3500;0.103215;0.001530;110.94
606;2.0000;0.0500;0.2200;-0.3500;0.103557;0.001533;110.94
607;2.0000;0.0500;0.2400;-0.3500;0.104050;0.001537;110.94
608;2.0000;0.0500;0.2600;-0.3500;0.103299;0.001523;110.94
609;2.0000;0.0500;0.2800;-0.3500;0.102901;0.001519;110.94
610;2.0000;0.0600;0.1000;-0.3500;0.110660;0.001659;110.94
611;2.0000;0.0600;0.1200;-0.3500;0.109080;0.001638;110.94
612;2.0000;0.0600;0.1400;-0.3500;0.108719;0.001628;110.94
613;2.0000;0.0600;0.1600;-0.3500;0.109233;0.001630;110.94
614;2.0000;0.0600;0.1800;-0.3500;0.109112;0.001620;110.94
615;2.0000;0.0600;0.2000;-0.3500;0.107250;0.001601;110.94
616;2.0000;0.0600;0.2200;-0.3500;0.107259;0.001593;110.94
617;2.0000;0.0600;0.2400;-0.3500;0.106796;0.001596;110.94
618;2.0000;0.0600;0.2600;-0.3500;0.106719;0.001592;110.94
619;2.0000;0.0600;0.2800;-0.3500;0.105658;0.001572;110.94
620;2.0000;0.0700;0.1000;-0.3500;0.115314;0.001753;110.94
621;2.0000;0.0700;0.1200;-0.3500;0.112282;0.001701;110.94
622;2.0000;0.0700;0.1400;-0.3500;0.113810;0.001718;110.94
623;2.0000;0.0700;0.1600;-0.3500;0.112461;0.001688;110.94
624;2.0000;0.0700;0.1800;-0.3500;0.110994;0.001662;110.94
625;2.0000;0.0700;0.2000;-0.3500;0.111017;0.001654;110.94
626;2.0000;0.0700;0.2200;-0.3500;0.109516;0.001645;110.94
627;2.0000;0.0700;0.2400;-0.3500;0.110957;0.001662;110.94
628;2.0000;0.0700;0.2600;-0.3500;0.111639;0.001669;110.94
629;2.0000;0.0700;0.2800;-0.3500;0.110679;0.001650;110.94
630;2.0000;0.0800;0.1000;-0.3500;0.117197;0.001788;110.94
631;2.0000;0.0800;0.1200;-0.3500;0.116570;0.001769;110.94
632;2.0000;0.0800;0.1400;-0.3500;0.117506;0.001770;110.94
633;2.0000;0.0800;0.1600;-0.3500;0.116970;0.001764;110.94
634;2.0000;0.0800;0.1800;-0.3500;0.116291;0.001750;110.94
635;2.0000;0.0800;0.2000;-0.3500;0.116157;0.001737;110.94
636;2.0000;0.0800;0.2200;-0.3500;0.113877;0.001714;110.94
637;2.0000;0.0800;0.2400;-0.3500;0.114719;0.001727;110.94
638;2.0000;0.0800;0.2600;-0.3500;0.115764;0.001740;110.94
639;2.0000;0.0800;0.2800;-0.3500;0.115399;0.001724;110.94
640;2.0000;0.0900;0.1000;-0.3500;0.121854;0.001868;110.94
641;2.0000;0.0900;0.1200;-0.3500;0.121074;0.001841;110.94
642;2.0000;0.0900;0.1400;-0.3500;0.119972;0.001830;110.94
643;2.0000;0.0900;0.1600;-0.3500;0.120653;0.001825;110.94
644;2.0000;0.0900;0.1800;-0.3500;0.121236;0.001829;110.94
645;2.0000;0.0900;0.2000;-0.3500;0.120478;0.001822;110.94
646;2.0000;0.0900;0.2200;-0.3500;0.118736;0.001792;110.94
647;2.0000;0.0900;0.2400;-0.3500;0.116962;0.001776;110.94
648;2.0000;0.0900;0.2600;-0.3500;0.117554;0.001779;110.94
649;2.0000;0.0900;0.2800;-0.3500;0.118518;0.001797;110.94
650;2.0000;0.1000;0.1000;-0.3500;0.123965;0.001909;110.94
651;2.0000;0.1000;0.1200;-0.3500;0.124934;0.001909;110.94
652;2.0000;0.1000;0.1400;-0.3500;0.126444;0.001922;110.94
653;2.0000;0.1000;0.1600;-0.3500;0.124497;0.001894;110.94
654;2.0000;0.1000;0.1800;-0.3500;0.125785;0.001899;110.94
655;2.0000;0.1000;0.2000;-0.3500;0.122525;0.001868;110.94
656;2.0000;0.1000;0.2200;-0.3500;0.122384;0.001857;110.94
657;2.0000;0.1000;0.2400;-0.3500;0.122601;0.001867;110.94
658;2.0000;0.1000;0.2600;-0.3500;0.122882;0.001865;110.94
659;2.0000;0.1000;0.2800;-0.3500;0.123659;0.001867;110.94
660;2.0000;0.1100;0.1000;-0.3500;0.127622;0.001978;110.94
661;2.0000;0.1100;0.1200;-0.3500;0.128117;0.001981;110.94
662;2.0000;0.1100;0.1400;-0.3500;0.128223;0.001981;110.94
663;2.0000;0.1100;0.1600;-0.3500;0.127462;0.001952;110.94
664;2.0000;0.1100;0.1800;-0.3500;0.128149;0.001947;110.94
665;2.0000;0.1100;0.2000;-0.3500;0.126143;0.001924;110.94
666;2.0000;0.1100;0.2200;-0.3500;0.125508;0.001918;110.94
667;2.0000;0.1100;0.2400;-0.3500;0.126127;0.001915;110.94
668;2.0000;0.1100;0.2600;-0.3500;0.124683;0.001902;110.94
669;2.0000;0.1100;0.2800;-0.3500;0.125980;0.001919;110.94
670;2.0000;0.1200;0.1000;-0.3500;0.131317;0.002035;110.94
671;2.0000;0.1200;0.1200;-0.3500;0.131627;0.002046;110.94
672;2.0000;0.1200;0.1400;-0.3500;0.131689;0.002033;110.94
673;2.0000;0.1200;0.1600;-0.3500;0.132076;0.002020;110.94
674;2.0000;0.1200;0.1800;-0.3500;0.132115;0.002037;110.94
675;2.0000;0.1200;0.2000;-0.3500;0.130138;0.002001;110.94
676;2.0000;0.1200;0.2200;-0.3500;0.131452;0.002010;110.94
677;2.0000;0.1200;0.2400;-0.3500;0.129158;0.001981;110.94
678;2.0000;0.1200;0.2600;-0.3500;0.129359;0.001976;110.94
679;2.0000;0.1200;0.2800;-0.3500;0.128365;0.001967;110.94
680;2.0000;0.1300;0.1000;-0.3500;0.136226;0.002118;110.94
681;2.0000;0.1300;0.1200;-0.3500;0.135287;0.002114;110.94
682;2.0000;0.1300;0.1400;-0.3500;0.134877;0.002092;110.94
683;2.0000;0.1300;0.1600;-0.3500;0.134983;0.002077;110.94
684;2.0000;0.1300;0.1800;-0.3500;0.135864;0.002088;110.94
685;2.0000;0.1300;0.2000;-0.3500;0.133714;0.002053;110.94
686;2.0000;0.1300;0.2200;-0.3500;0.132872;0.002053;110.94
687;2.0000;0.1300;0.2400;-0.3500;0.132029;0.002041;110.94
688;2.0000;0.1300;0.2600;-0.3500;0.130224;0.002013;110.94
689;2.0000;0.1300;0.2800;-0.3500;0.130869;0.002019;110.94
690;2.0000;0.1400;0.1000;-0.3500;0.138222;0.002163;110.94
691;2.0000;0.1400;0.1200;-0.3500;0.138764;0.002157;110.94
692;2.0000;0.1400;0.1400;-0.3500;0.137965;0.002164;110.94
693;2.0000;0.1400;0.1600;-0.3500;0.137440;0.002127;110.94
694;2.0000;0.1400;0.1800;-0.3500;0.137545;0.002128;110.94
695;2.0000;0.1400;0.2000;-0.3500;0.138176;0.002136;110.94
696;2.0000;0.1400;0.2200;-0.3500;0.135091;0.002088;110.94
697;2.0000;0.1400;0.2400;-0.3500;0.134911;0.002085;110.94
698;2.0000;0.1400;0.2600;-0.3500;0.135826;0.002088;110.94
699;2.0000;0.1400;0.2800;-0.3500;0.135390;0.002077;110.94
700;2.2500;0.0500;0.1000;-0.2500;0.104882;0.001581;110.94
701;2.2500;0.0500;0.1200;-0.2500;0.105024;0.001566;110.94
702;2.2500;0.0500;0.1400;-0.2500;0.104734;0.001569;110.94
703;2.2500;0.0500;0.1600;-0.2500;0.103017;0.001540;110.94
704;2.2500;0.0500;0.1800;-0.2500;0.101393;0.001523;110.94
705;2.2500;0.0500;0.2000;-0.2500;0.103413;0.001547;110.94
706;2.2500;0.0500;0.2200;-0.2500;0.103930;0.001555;110.94
707;2.2500;0.0500;0.2400;-0.2500;0.101119;0.001528;110.94
708;2.2500;0.0500;0.2600;-0.2500;0.102187;0.001535;110.94
709;2.2500;0.0500;0.2800;-0.2500;0.102268;0.001529;110.94
710;2.2500;0.0600;0.1000;-0.2500;0.108446;0.001636;110.94
711;2.2500;0.0600;0.1200;-0.2500;0.109211;0.001649;110.94
712;2.2500;0.0600;0.1400;-0.2500;0.108557;0.001636;110.94
713;2.2500;0.0600;0.1600;-0.2500;0.109203;0.001639;110.94
714;2.2500;0.0600;0.1800;-0.2500;0.107371;0.001619;110.94
715;2.2500;0.0600;0.2000;-0.2500;0.108075;0.001624;110.94
716;2.2500;0.0600;0.2200;-0.2500;0.107728;0.001620;110.94
717;2.2500;0.0600;0.2400;-0.2500;0.106845;0.001610;110.94
718;2.2500;0.0600;0.2600;-0.2500;0.107541;0.001617;110.94
719;2.2500;0.0600;0.2800;-0.2500;0.107412;0.001609;110.94
720;2.2500;0.0700;0.1000;-0.2500;0.113855;0.001732;110.94
721;2.2500;0.0700;0.1200;-0.2500;0.112885;0.001723;110.94
722;2.2500;0.0700;0.1400;-0.2500;0.112323;0.001719;110.94
723;2.2500;0.0700;0.1600;-0.2500;0.112680;0.001706;110.94
724;2.2500;0.0700;0.1800;-0.2500;0.111573;0.001692;110.94
725;2.2500;0.0700;0.2000;-0.2500;0.111355;0.001683;110.94
726;2.2500;0.0700;0.2200;-0.2500;0.110353;0.001673;110.94
727;2.2500;0.0700;0.2400;-0.2500;0.111570;0.001688;110.94
728;2.2500;0.0700;0.2600;-0.2500;0.110193;0.001668;110.94
729;2.2500;0.0700;0.2800;-0.2500;0.111069;0.001681;110.94
730;2.2500;0.0800;0.1000;-0.2500;0.118418;0.001804;110.94
731;2.2500;0.0800;0.1200;-0.2500;0.116459;0.001785;110.94
732;2.2500;0.0800;0.1400;-0.2500;0.117985;0.001794;110.94
733;2.2500;0.0800;0.1600;-0.2500;0.118541;0.001809;110.94
734;2.2500;0.0800;0.1800;-0.2500;0.117873;0.001788;110.94
735;2.2500;0.0800;0.2000;-0.2500;0.113997;0.001737;110.94
736;2.2500;0.0800;0.2200;-0.2500;0.115518;0.001759;110.94
737;2.2500;0.0800;0.2400;-0.2500;0.114735;0.001740;110.94
738;2.2500;0.0800;0.2600;-0.2500;0.115947;0.001763;110.94
739;2.2500;0.0800;0.2800;-0.2500;0.116511;0.001772;110.94
740;2.2500;0.0900;0.1000;-0.2500;0.122128;0.001869;110.94
741;2.2500;0.0900;0.1200;-0.2500;0.121152;0.001851;110.94
742;2.2500;0.0900;0.1400;-0.2500;0.121242;0.001849;110.94
743;2.2500;0.0900;0.1600;-0.2500;0.122781;0.001881;110.94
744;2.2500;0.0900;0.1800;-0.2500;0.120536;0.001849;110.94
745;2.2500;0.0900;0.2000;-0.2500;0.119257;0.001820;110.94
746;2.2500;0.0900;0.2200;-0.2500;0.118108;0.001804;110.94
747;2.2500;0.0900;0.2400;-0.2500;0.117467;0.001802;110.94
748;2.2500;0.0900;0.2600;-0.2500;0.119245;0.001815;110.94
749;2.2500;0.0900;0.2800;-0.2500;0.119374;0.001824;110.94
